,text,intent
2232,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-c9baa9de7bec18a5cb83ac5d90c4fc10 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-c9baa9de7bec18a5cb83ac5d90c4fc10/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-c9baa9de7bec18a5cb83ac5d90c4fc10 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-c9baa9de7bec18a5cb83ac5d90c4fc10>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-c9baa9de7bec18a5cb83ac5d90c4fc10</a><OriginalName v=Untitled.png></OriginalName><FileSize v=142470></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
2233,sure..,Thank_you
2234,"I have a dount regarding python ..I am confused with islower, isupper and istitle methods in strings ..",string_python
2235,how to run on anaconda prompt?,anaconda_prompt
2236,Doubt clearing session still not uploaded please check and let me know,doubt_clear_session_recording
2237,this is the error showing how to overcome sir,code_error
2238,error are coming,code_error
2239,can you help out in Power BI desktop ?,powerbi_query
2240,vishnuderkar@gmail.com,user_email
2241,ok i&apos;ll check it once<e_m a=kumar.deepu35 ts_ms=1603271666970 ts=1603271666 t=61></e_m>,Thank_you
2242,but i have a doubt,need_help
2243,can we have a call on that now?,need_skype_call
2244,what to do to proceed?,need_help
2245,<a href=mailto:tsrvmhptr@gmail.com>tsrvmhptr@gmail.com</a>,user_email
2246,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-3e10b5cfcd4f9e76d87da0be58d57faa url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-3e10b5cfcd4f9e76d87da0be58d57faa/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-3e10b5cfcd4f9e76d87da0be58d57faa width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-3e10b5cfcd4f9e76d87da0be58d57faa>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-3e10b5cfcd4f9e76d87da0be58d57faa</a><OriginalName v=Untitled.png></OriginalName><FileSize v=237134></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
2247,will you remind me ??if they come ??,need_help
2248,as asked*,O
2249,but there is some filter getting applied,code_error
2250,ineuron team is there any details on new batch of Deep learning new batch,NewBatch_details
2251,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-e0b4ae1dc9f31a5204c2b031cfd8d0b8 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-e0b4ae1dc9f31a5204c2b031cfd8d0b8/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-e0b4ae1dc9f31a5204c2b031cfd8d0b8 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-e0b4ae1dc9f31a5204c2b031cfd8d0b8>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-e0b4ae1dc9f31a5204c2b031cfd8d0b8</a><OriginalName v=Untitled.png></OriginalName><FileSize v=170845></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
2252,ok sir,good_bye
2253,Thank you,welocme_reply
2254,how to tackle this ?,need_help
2255,this is it,need_help
2256,hi,Greetings
2257,yesterday sudhanshu sir doubt clearing session not attended is there video recording will be available,doubt_clear_session_recording
2258,okay thankyou,Thank_you
2259,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-f010dd5b094ef61dd5e23d927c420abb url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-f010dd5b094ef61dd5e23d927c420abb/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-f010dd5b094ef61dd5e23d927c420abb width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-f010dd5b094ef61dd5e23d927c420abb>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-f010dd5b094ef61dd5e23d927c420abb</a><OriginalName v=Screenshot (66).png></OriginalName><FileSize v=145955></FileSize><meta type=photo originalName=Screenshot (66).png></meta></URIObject>",O
2260,I was watching pandas classes in my iPad . I thought of starting assignments from python so I was watching the canvas video of our batch...  I was looking how to proceed github,assignment_doubt
2261,same data set and groupby().mean() is working fine but i am getting assertion error for groupby().max(),code_error
2262,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-56e6a2674807a67a17f89828f957d9d5 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-56e6a2674807a67a17f89828f957d9d5/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-56e6a2674807a67a17f89828f957d9d5 width=1354 height=327>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-56e6a2674807a67a17f89828f957d9d5>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-56e6a2674807a67a17f89828f957d9d5</a><OriginalName v=picturemessage_a3eikbwt.yni.png></OriginalName><FileSize v=31261></FileSize><meta type=photo originalName=picturemessage_a3eikbwt.yni.png></meta></URIObject>",O
2263,"And one more question is that, is there any conditions on the kind of input data structure",support_ticket_generate
2264,I haven&apos;t checked spam..I ll check,Thank_you
2265,sir how do I rectify this error in CNN-AlexNet code,CNN_code_error
2266,Do we also need to submit project to get certification?,need_help
2267,sir its the same code as i have mentioned,code_error
2268,i am asking about assignment in Power BI,assignment_powerbi
2269,Okay i will,Thank_you
2270,Hi,Greetings
2271,Sir the date is showing 10/06/2020 where it should have 10/10/2020 on it,need_help
2272,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-892a42675c65693f5f7f449e4908538e url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-892a42675c65693f5f7f449e4908538e/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-892a42675c65693f5f7f449e4908538e width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-892a42675c65693f5f7f449e4908538e>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-892a42675c65693f5f7f449e4908538e</a><OriginalName v=Screenshot (66).png></OriginalName><FileSize v=145955></FileSize><meta type=photo originalName=Screenshot (66).png></meta></URIObject>",O
2273,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-41f414bdd522582479e9f4e21ade5299 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-41f414bdd522582479e9f4e21ade5299/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-41f414bdd522582479e9f4e21ade5299 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-41f414bdd522582479e9f4e21ade5299>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-41f414bdd522582479e9f4e21ade5299</a><OriginalName v=Untitled.png></OriginalName><FileSize v=154771></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
2274,sir mannually ia m getting the answer with the help of z score table,assignment_stats
2275,and another thing why is this taken as a series while the other one is taken with apply funtion,code_error
2276,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-a2e35cbafa060e17f69e1ff8ecb0c696 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-a2e35cbafa060e17f69e1ff8ecb0c696/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-a2e35cbafa060e17f69e1ff8ecb0c696 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-a2e35cbafa060e17f69e1ff8ecb0c696>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-a2e35cbafa060e17f69e1ff8ecb0c696</a><OriginalName v=Untitled.png></OriginalName><FileSize v=196581></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
2277,Yes sir.,Thank_you
2278,cumulative sales value is not coming in text table,powerbi_query
2279,Sure thank you..,Thank_you
2280,Ok sir...after class I will look into this sir,sure
2281,and one more problem is i have downloaded titanic file from kaggle and it is not reading some errors like parser error and file not found error arises,need_help
2282,Kindly provide previous recordings of the deep learning to my canvas account,previous_recordings
2283,or a notification?,O
2284,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-2c642e8707f1e3985b18e33fecf6c195 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-2c642e8707f1e3985b18e33fecf6c195/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-2c642e8707f1e3985b18e33fecf6c195 width=925 height=606>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-2c642e8707f1e3985b18e33fecf6c195>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-2c642e8707f1e3985b18e33fecf6c195</a><OriginalName v=image_2020_10_05T03_36_45_094Z.png></OriginalName><FileSize v=71963></FileSize><meta type=photo originalName=image_2020_10_05T03_36_45_094Z.png></meta></URIObject>",O
2285,i checked than tell you,O
2286,"I have got a message from Sudhanshu that all the assignments are graded. But when i see my dashboard, my assignmnets aren't graded. Can you please me ? I am from ML Batch",assignment_evaluation
2287,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-d940c8e23582a4ab1ce590ce0530778a url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-d940c8e23582a4ab1ce590ce0530778a/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-d940c8e23582a4ab1ce590ce0530778a width=476 height=175>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-d940c8e23582a4ab1ce590ce0530778a>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-d940c8e23582a4ab1ce590ce0530778a</a><OriginalName v=image_2020_04_19T19_18_11_492Z.png></OriginalName><FileSize v=18106></FileSize><meta type=photo originalName=image_2020_04_19T19_18_11_492Z.png></meta></URIObject>",O
2288,"i have to print reverse pattern , see question bro",need_help
2289,Hii,Greetings
2290,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-11f7ecbdc8e07f8b5c9b13d319e5d379 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-11f7ecbdc8e07f8b5c9b13d319e5d379/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-11f7ecbdc8e07f8b5c9b13d319e5d379 width=1440 height=900>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-11f7ecbdc8e07f8b5c9b13d319e5d379>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-11f7ecbdc8e07f8b5c9b13d319e5d379</a><OriginalName v=Screen Shot 2020-04-21 at 4.23.09 PM.png></OriginalName><FileSize v=644241></FileSize><meta type=photo originalName=Screen Shot 2020-04-21 at 4.23.09 PM.png></meta></URIObject>",O
2291,Hi,Greetings
2292,ok,Thank_you
2293,Like for dog catResult[0][0]==1 DogElse Cat So for multiclass Result[0][0]=1AResult[0][0]=2BResult[0][0]=3CResult[0][0]=4D,code_error
2294,here var is variance,need_help
2295,Failed building wheel for ujson,need_help
2296,okay cool,good_bye
2297,kindly may i gets the dataset links please,need_help
2298,ok,Thank_you
2299,exception handling assignment question number 2,assignment_exception_handling
2300,every file sent by your side sir have the same problem,sorry
2301,after restart again its getting error,need_help
2302,logistic regression,logistic_regression
2303,File name which is avaialble: Decision_treeFile name which is missing: Decision Tree,dashboard_file_error
2304,ok,good_bye
2305,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-6e76c4e374db6cdb1ee0440d4e700f42 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-6e76c4e374db6cdb1ee0440d4e700f42/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-6e76c4e374db6cdb1ee0440d4e700f42 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-6e76c4e374db6cdb1ee0440d4e700f42>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-6e76c4e374db6cdb1ee0440d4e700f42</a><OriginalName v=Untitled.png></OriginalName><FileSize v=193354></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
2306,<ss type=hi>(wave)</ss>,Greetings
2307,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-ca0b050db6ed45f0968367eae455ae1e url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-ca0b050db6ed45f0968367eae455ae1e/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-ca0b050db6ed45f0968367eae455ae1e width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-ca0b050db6ed45f0968367eae455ae1e>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-ca0b050db6ed45f0968367eae455ae1e</a><OriginalName v=Untitled.png></OriginalName><FileSize v=106505></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
2308,ok,good_bye
2309,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-feafaf81270bca54141fea1704d733a4 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-feafaf81270bca54141fea1704d733a4/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-feafaf81270bca54141fea1704d733a4 width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-feafaf81270bca54141fea1704d733a4>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-feafaf81270bca54141fea1704d733a4</a><OriginalName v=1587636224518.JPEG></OriginalName><FileSize v=169784></FileSize><meta type=photo originalName=1587636224518.JPEG></meta></URIObject>",O
2310,shall i cl u now?,need_skype_call
2311,thanks for ur time,Thank_you
2312,<partlist type=missed alt= callId=b1692808-eabd-40c7-9d3a-70a2e69113b1><part identity=live:yash20december><name>yash agrawal</name><duration>6.948</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>6.948</duration></part></partlist>,O
2313,Sir I tried this command &quot; pip install -r requirements.txt&quot; in pycharm terminal ....but it couldn&apos;t install all the library and shows error for some libraries .can u suggest  something sir,python_requirements_install
2314,Ok let me check one more time,sure
2315,sir i give wrong email can u cange it at a time of form filling,support_ticket_generate
2316,Okay,good_bye
2317,what is the meaning of end=&quot; &quot;,need_help
2318,<ss type=hi>(wave)</ss>,Greetings
2319,<partlist type=missed alt= OId=a86b99a6-704c-42d3-a21c-4ddc8eebaa53><part identity=live:57ee5804e1c7a684><name>Md Irshad</name></part><part identity=live:.cid.4933a22bf564744><name>support_ineuron_ai</name></part></partlist>,O
2320,Now what should  I do,support_ticket_generate
2321,Okay Thanks Sir.,Thank_you
2322,"Hello sir, I have solved the problem with Graphviz. Just want to inform you incase someone else asks.I have installed Graphviz in terminal but it was saying Graphviz&#39;s executable not found.After installing in terminal Graphviz we have to download Graphviz from <a href=graphviz.org>graphviz.org</a> and run it then run anaconda terminal as Admin and type &quot;dot -c&quot; then restartAfter that problem is solved.",installation_graphviz
2323,Hi,Greetings
2324,this error,need_help
2325,Hello team ineuron ....I have a confusion regarding assignments,assignment_issue
2326,Any possibility to find the file?,dashboard_file_error
2327,Hi,Greetings
2328,Thankyou so much,welocme_reply
2329,"So, I need the course (BIT9) Or you are going to send me the link after a while",support_ticket_generate
2330,sir can u please tell about this error how to fix,need_help
2331,"but in Final test section , its getting authentication error",need_help
2332,yes,Thank_you
2333,"Did that... actually I have completely changed the settings, so now completely removed all python apps and re installed it",pycharm_interpreter_selection
2334,"<URIObject type=Picture.1 uri=https://api.asm.skype.com/v1/objects/0-sa-d8-cdcebd0da6f4602dd63772ccd9b9e2b0 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-cdcebd0da6f4602dd63772ccd9b9e2b0/views/imgt1>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback&amp;pic=0-sa-d8-cdcebd0da6f4602dd63772ccd9b9e2b0>https://login.skype.com/login/sso?go=xmmfallback&amp;pic=0-sa-d8-cdcebd0da6f4602dd63772ccd9b9e2b0</a><OriginalName v=IMG_20201012_204939915_20201012_204942720.jpg/><FileSize v=47604/><meta type=photo originalName=IMG_20201012_204939915_20201012_204942720.jpg/></URIObject>",O
